Insult,Date,Comment
0.06996579481690951,20120823151417Z,"""N\xe3o tenho a m\xednima paci\xeancia pra esse tipo de babaca que acha que se existe um problema grave acontecendo ningu\xe9m pode nem ligar a tv pra ver uma novela. Tem que viver em fun\xe7\xe3o de mensa\xe7\xe3o, corrup\xe7\xe3o, greve, blablabla. Saco."""
0.16488455278163716,20120531043929Z,"""are you on 'roids by chance?"""
0.6851311835162176,20120531185334Z,"""\xa0You are a disgusting human being"""
0.19023973469461336,20120531045417Z,"""you are well versed when it may be on. \xa0Must be one of your favs if you know those details."""
0.2478322495487823,20120531044152Z,"""we?  you and the mouse in your pocket?"""
0.16922373609162014,20120531032755Z,"""glad you realize this :P\n\nkidding. """
0.28292685295360259,20120603174414Z,"""Damn! You would rock this so hard!"""
0.20320888300577042,20120603183334Z,"""In your face Cano haters """
0.38188333191181645,20120602030742Z,"""WHAT FOUL ARE YOU KIDDING!!!!!!!!"""
0.2454961853475072,20120529031643Z,"""You would know alot about rolls, fat boy"""
0.16664835459692059,20120531043949Z,"""You look pretty damn good! ^_^"""
0.53125707772010022,20120601203416Z,"""You are a moron. I am a computer guy that has my own company. My mouth will get me in trouble? I doubt it. Stupid M F er.\n\nAgain, what is the name of your other account? I know, you do not want say...\nDouche bag."""
0.034791817308492651,20120826001254Z,"""It is the corrupt government blasting underground bunkers and tunnels in preparation for the coming nuclear/economic disaster.  They hope we will all die off so they can come out after the fallout is gone and rebuild the world as kings.  They will fail..."""
0.31545080682698551,20120825023415Z,"""the phillies are terrible. go back to your cave"""
0.45604493786209477,20120526233042Z,"""You are so naive.....useful idiot."""
0.065126667141222866,20120601162021Z,"""Are you kidding me?"""
0.39883849022629198,20120602142119Z,"""You are an opinionated, uneducated idiot. And Kingdom of Heaven Director's Cut is a masterpiece."""
0.3788441403712402,20120528180139Z,"""Shut up muffin you soft a** b*tch"""
0.11521021752973809,20120603034047Z,"""Okay, I'm going to blow your fucking minds. \xa0What if the three elderly members of the council aren't just ineffectual pushovers, but are actually being bloodbended by Tarrlok to give him the majority vote on every decision? \xa0It's a stretch, because you 'd think somebody would... notice, but they surely couldn't be THAT willing to turn Republic City into a police state at the first sign of trouble, could they?"""
0.17354169163536215,20120601154705Z,"""It's also a synonym for shit. """
0.19183518201835481,20120531011747Z,"""Well then you're welcome to contact your own lawyer."""
0.20944188923353468,20120528225059Z,"""\xa0@Presidentjlh\xa0\xa0@JenBroflovski you can ask your mom about it"""
0.12176994653458915,20120527204656Z,"""Jimmy, your pop ups and fly outs are the reason I can never be happy."""
0.19252126399020775,20120827042011Z,"""Well i got on here, but i think im might just get back off. See you delusion fans later!!:)"""
0.30073333816397546,20120603184635Z,"""You are so strong"""
0.25697410171216983,20120601034031Z,"""Coach, please stop trying to explain this away.  The more you speak/tweet the deeper your hole becomes."""
0.17966292362163064,20120529131056Z,"""Learn reading comprehension. Sure Urlacher is above average, maybe even great, as I said he's the Dick Butkus of your time. In response to the ""it takes a team"" comment, I just add that it is further proof that the Bears suck. As for Chicago and politics, do you really need to be told about the ""Chicago way""?  It influences everything, even your crappy organization called the Chicago bears. """
0.26481147661623622,20120602033315Z,"""Your mom is better."""
0.42282117573542488,20120526233147Z,"""ALYSSA LOOK...MATCHES YOUR WALL HANGING YOU MADE"""
0.14766860771220255,20120528093734Z,"""justice over there then............are you watching England??"""
0.34172982290286974,20120601015029Z,"""You're funny.  Do you do stand up?"""
0.22317339706768702,20120825203603Z,"""\xa0No personal abuse from me - unless you feel it applies to you and then you're very welcome. Pleasingly, the text you quote supports what I said. Even if it didn't, today it is thought that Canut or Cnut tried to command the waves. The perception is the most important not the fact. Do you see?\n\nThere; you've learned not to take things in a mechanical, pedantic, literal sense. At least I hope you've learned.\xa0 \n\nAnton, a part of your straining brain has indeed 'checked out'; nobody at home. \n\nYour username reveals something of you. \nHope this helps."""
0.32248265660525283,20120602192954Z,"""man i 100% agree with you Shaunie fake ass with them even fake ass tear can cry me a river the bitch just like them to other rats are trying to save face """
0.34645454598985359,20120528180337Z,"""well guess what..... I don't give a fuck lol\xa0\nis mom though get your English right nigga!!"""
0.23610732689706959,20120527211500Z,"""I finally figured out what that white shit is lmao. Dude bust a nut in her ass and she spit it out in the pool. Gross ass females.\xa0"""
0.16202046495586214,20120527213607Z,"""*desecrate\n\n\nAre you happy now?"""
0.26725351318638302,20120602223513Z,"""Yes, you probably are."""
0.2913410432321803,20120601223807Z,"""you are certainly entitle to your opinion """
0.15076397688965254,20120529073501Z,"""What kind of porn do you watch? \xa0This isn't porn. \xa0"""
0.089110316649589461,20120529030133Z,"""You must have great abs by now."""
0.36951388938906438,20120601154455Z,"""Shouldn't you be at your ballet lesson little girl? """
0.22700963743382788,20120527161352Z,"""Fucking Red Neck Bitch!!"""
0.45687337078679013,20120603033808Z,"""Keep whining like a little pu ssy Mack. You are making my day."""
0.076455660949903581,20120602193054Z,"""You been goofin' w/ the bees?"""
0.12432242361951872,20120529031754Z,"""Um are you planning on getting married again?"""
0.20457657533172663,20120531173030Z,"""You are living proof that bath salts effect thinking."""
0.60594390077574445,20120526233020Z,"""BOy shut up Im Black I said biscuit cause I didn't want to say Bitch so shut ur dumb ass up really bro get a life and get off my cat"""
0.35371358684759235,20120603034146Z,"""you must be pretty short bus window lickin special if you aint caught on buy now that  iv been makein all the typos in these comments for shitz and giggles ..if not .your as stupid as you think i am  sure i made a mistake on the ecard but with bigger issues in the world like murder and abused kids i didnt think it was that bigga rats ass to freak out about, hell im glad i made the mistake laughin at yall pinched ass bitches has been really cheap or is that cheep...oh well entertainment is entertainment."""
0.11653910996353686,20120603112733Z,"""seems like you had a lot of fun ! :) """
0.16831444327387585,20120824115819Z,"""nice supercam but plz release a device wid exynos 5 chip... LG is already on a line wid S4 quad krait... stop using exynos 4 nw n also upgrade ur mali gpu to 600... it will be a slap on qualcomm's face..."""
0.30829853968970755,20120601002333Z,"""When you were potty training how did your mama convince you that you weren't melting?  """
0.62273447138131111,20120528061534Z,"""i bet you cant dance better you dum bitch stfu ... you proably mad a jamaican fucked you and left you , you dum smut """
0.60912304873481959,20120528094928Z,"""You are clearly stupid, that is what he meant you thumb."""
0.30612192507124114,20120602003019Z,"""nrg you are wasting your time"""
0.39360570949856138,20120528181147Z,"""Sounds like your mother."""
0.3625356247651097,20120602192828Z,"""fuck off indian makes u proud"""
0.2218977108986267,20120601063927Z,"""Okay, you made your point. Hanging around longer means you are flirting with the gay people here."""
0.66136872071485098,20120527031050Z,"""Fuck you asshole! Do you like that?"""
0.19891304023123757,20120529022655Z,"""""<span> I don't care much for the lying degenerate bastards.""</span>\r\nThen how do you live w/yourself?"""
0.2662943112442902,20120826221345Z,"""well said. we need more men like you. thank you.\xa0"""
0.1582266034467244,20120528070811Z,"""You would be gorg!"""
0.10178632519683103,20120602223457Z,"""How do you feel about free elections?"""
0.19915284873897529,20120601201009Z,"""expat, you gotta be smoking some of Barry's Maui woowie..."""
0.24167225182010904,20120602222641Z,"""This IS America DOOM, I have been waiting for you fat pepsi drinking\xa0clown-burger\xa0eating losers to get destroyed by a superior power. Death to America!"""
0.082323262109771089,20120603171516Z,"""Oooh, you're giving me a good laugh. :)"""
0.22815417706498345,20120603043203Z,"""wait it says you are in"""
0.17547397786706345,20120529103355Z,"""Are you talking about her underwear?"""
0.32151242112771367,20120528180330Z,"""That must be a compliment from someone like you lol """
0.3751584755019759,20120602222445Z,""" No. you didn't talk about your IQ!"""
0.26837708388187365,20120527160951Z,"""ROFL, you are showing signs of desperation."""
0.40109911292459888,20120603171530Z,"""Your statements are idiotic and juvenile."""
0.31294981162053598,20120531103037Z,"""Sounds like YOUR wife has a pen1s...with you that's understandable. """
0.26690611326043734,20120529075422Z,"""There's a difference between ""nigga"" and ""nigger"" nigger is a racist term and everyone runs around saying saying ""nigga"" even in music now a days and if it was so bad you guys wouldn't be running around calling each other it. that's like girls running around getting offended when you call them bitches yet they run around calling THEMSELVES ""bad bitches"" """
0.56305973488311778,20120528070556Z,"""And you r sucking my dope dyck to hard. Take your fake ass Chief Keef face up the block."""
0.24828255671397043,20120531162551Z,"""You're not really going to watch, are you?"""
0.22412703555199542,20120529031458Z,"""It's kinda\xa0embarrassing\xa0when you diss a nigga this long, and he JUST responding. Don't like him keep it moving and make hits, we all know wayne fake anyway\xa0"""
0.27795686789671714,20120602223821Z,"""Looks like you Kath!"""
0.21128328512567943,20120601181447Z,"""Notice they were listed as good manners...\n\n..for children.\n\nWhich leaves me way in the fucking clear. Fuck Erasmus, anyway.\xa0 Preachy old fuck. """
0.50118794936230571,20120603201403Z,"""aaronchi...you are too stupid to know sarcasm when it is in your face...Consider yourself castigated, and get lost..."""
0.18986740507922178,20120601002253Z,"""he does have that 'would you fuck me? ...i'd fuck me' look in his eyes.\xa0\n\nJesus H. fucking Christ what is going on this week?"""
0.2870843442387217,20120603090518Z,"""Typical Republican...accept no blame for your repeated clusterfucks and blame anyone other than yourselves.\n\nGrow up."""
0.36639004789809132,20120825101535Z,"""bettynm\xa0It's too bad your not one of the idiots who can read as he's said it's hidden and not buried. As as outsider to your area, I think it's a shame that your so greedy that you don't want to share the beautiful of this land with others too. You sound like a bitter sad person. I'd take bad karma over that, any day.\xa0"""
0.69772863733012558,20120531213646Z,"""oh like your not stupid you ......."""
0.34169148670848914,20120601162120Z,"""I'm sure your mom is proud of you."""
0.22979006219615861,20120531055356Z,"""Rookie...run on home...your momma's calling"""
0.60047717680221613,20120602222622Z,"""Your a f ucking idiot.  Enjoy your dream world"""
0.65848020991255318,20120531130145Z,"""\xa0You're another fucking idiot who knows nothing about drugs.\n\nWIKIPEDIA HAS THE MOLECULAR FUCKING STRUCTURE OF A GREAT MANY DIFFERENT ILLEGAL DRUGS, FUCKO."""
0.27320452527118594,20120602141749Z,"""You can show me your trophy any time."""
0.35124674812855128,20120602215109Z,"""\xa0you spelled dickhead wrong"""
0.27335331924872674,20120603201513Z,"""u look like a damn fool"""
0.28825319138623773,20120824211843Z,"""Leyland is a total idiot. Is he referring to the fact he is incapable of making a decision\n"""
0.32620852168198577,20120602214805Z,"""You must be very proud of yourself"""
0.47121714944923548,20120826230739Z,"""wow...bendtner ?.....are you on drugs?....you really fuckedup my day mentioning the name of such a crappy ass player  with the gum in his mouth and playin like a lil bitch"""
0.070213987585359919,20120528233017Z,"""What is your problem 1492?   Why can't you just have normal and civil conversations.  Come on - please grow up so others can enjoy commenting."""
0.092174104571346421,20120602165300Z,"""Where are you, Machynlleth or Dundee?"""
0.43277541947478365,20120601223833Z,"""Just face it; you're an IDIOT !!!"""
0.29450967005450346,20120528145126Z,"""whatever soggybutt. i'll say it again. You and your bunch of crackalaks, derelects,river rats, and new south jackwagons need to learn some manners. completely disrespectful and utterly\xa0classless. """
0.15632518133865908,20120529013437Z,"""ObozoNoMore\u2014gee, your comments are sure enlightening!"""
0.21557170743993648,20120601070802Z,"""While you lame asses watch E3 on your computer... I'll go to E3 in Los Angeles because I have my E3 badge and I didn't pay for shit :D trolololololol....I tell you guys how the game is while im playing it and you will be watching :D"""
0.31259253766274742,20120531032158Z,"""Gotta keep up your strength to play and sing like you do. """
0.22261232542023315,20120527072648Z,"""\xa0over 68,000 views fuck boy....swallow that"""
0.26373960393127016,20120602201213Z,"""de trute are you south american?"""
0.24369965807252666,20120603201706Z,"""YOU AND THE COON CAN DROP TROW"""
0.4588453889106856,20120603184628Z,"""You are the biggest idiot on these boards.  Typical"""
0.23871603351536391,20120531055405Z,"""What are you smoking?"""
0.21163124911219156,20120531194538Z,"""how old are you 10?...."""
0.22236771595638696,20120601014818Z,"""fyi ... who gives a shit. it's just a fricken typo ...you'll live."""
0.33100909761943842,20120528180341Z,"""\nENGLISH PLEASE  YOU ARE IN THE UNITED STATES !"""
0.16865355599492168,20120531031917Z,"""\xa0@Flip\xa0how are you not ded"""
0.21037877856195197,20120529013802Z,"""you are such a good friend!!"""
0.3377239542735701,20120528233016Z,"""I use the word damn in a post and you reject it. \xa0How about this, FUCK YOU!"""
0.20960073659519046,20120602033354Z,"""Girls need to learn when to shut up, she is beautiful, she knows it and that's all that really matters you don't know if she unhealthy, be quiet with your words of hate we (the majority of women) are tired if the hate."""
0.25841804637339388,20120603171640Z,"""Not unless you are a Mormon in good standing."""
0.36140272914382143,20120827030012Z,"""\xa0More juvenile idiocy from a juvenile idiot."""
0.37724208435780798,20120531055350Z,"""Oh look we have a little troll named igraymatter67.  Hey libfucktard, why don't you go and perform an impossible act!!!"""
0.25757793872244322,20120531043717Z,"""If you are a hikker gps logger II would be a gps tracking of choice..."""
0.41289279659427874,20120527204654Z,"""\xa0I don't care how you feel, I don't care what you think about me ... I am, in fact, the rational one in this conversation and you continued display of stupidity is more evidence of your blind allegiance to true source of ""change"" you poltroons think we need - is Marxism. You idiots are plunging headlong to your own destruction and laughing and cheering about it, you a pitiful, pathetic spectacle ..."""
0.23318030761347369,20120601123205Z,"""I don't get your meaning. Would you explain?"""
0.60693421539555692,20120528081049Z,"""You mean perfect* But you're stupid, how can you hate white people on the bases of 2 bitches being stupid??"""
0.21365457391691994,20120528095949Z,"""so could your comment"""
0.26275794637910954,20120603202526Z,"""You are amazing Randy G!"""
0.42167413121252362,20120528004816Z,"""Stop trolling boy. You're embarrassing Beantown."""
0.079833012019592198,20120527213727Z,"""Yes, but you are not sure if you have anyone better than Manningham."""
0.17380482751111423,20120824231824Z,"""Just like the guys said...\n\nAnother fake job.  Wincey Fraudy Woods!!"""
0.66393351159088732,20120531215921Z,"""you are dumb"""
0.22864130572461414,20120529030049Z,"""Just because you are attracted to other races, doesn't mean you worship them """
0.3180998514858373,20120527030915Z,"""You truly don't know what your talking about. """
0.35268300089775489,20120602165349Z,"""one of you is"""
0.43554472566077396,20120531032152Z,"""lebron can suck a dick"""
0.20878832790932808,20120603173507Z,"""\xa0The murder victim was not impaired. Just because you have drugs in your system does not mean you are impaired and the store manager did not think the murder victim was impaired. you are lying scum"""
0.24957122080188204,20120527024911Z,"""and worse yet....you are ugly and OLD"""
0.30410790501126805,20120531185029Z,"""You're so cute.  """
0.11325287130869416,20120825180855Z,"""Nakedness should only be allowed in the streets by girls / women aged between 17yrs old\xa0 - 28yrs old..\xa0 no fat girls...\xa0 and no ugly girls...\xa0 :-)\xa0 lol"""
0.67911930980164914,20120529130527Z,"""you dnt like lil b? that's a first, you're a faggot."""
0.48271667765375947,20120531113804Z,"""You are such an idi0t3."""
0.25323115379975591,20120603041412Z,"""it's because you slide so damn much"""
0.40684651567127678,20120603131638Z,"""Who's the dumb one, UH YOU! GROW UP!"""
0.13283245294882945,20120602002922Z,"""And you'd be wrong too."""
0.21374032249067657,20120602142018Z,"""No but you are.  Keep crying about that ghost that ain't there."""
0.39062585924189941,20120531144435Z,"""Or not listen to a racist like you."""
0.32384728309834798,20120527070310Z,"""You're smart."""
0.42297395639561991,20120602222743Z,"""shut the fuck up chiodo you know nothing about soccer"""
0.37125977690255385,20120603042925Z,"""\xa0As usual you are clueless.... """
0.15656110745729346,20120529011355Z,"""at first i hated you, now i kinda like your comments, if you are kidding is good for me, and if you truly believe that is even better, i like all points of view and all personalities, and yours is certainly unique."""
0.30470824091248289,20120528080937Z,"""bitch you were just callin all hispanics mexican? what do you mean grandpa lips\xa0thats rascist as hell. o lawwdddd i'm gonna have you lookin hard in the mirror after all this"""
0.5468283015313874,20120602124148Z,"""As usual, pure hogwash no matter how many fake names you use. You thick or what? Wacko was moron. You lying loser fall into another league.  You don't read well do you? You were taught the truth about wacko's not so giving charities that were nothing but a front. As usual, idiot, uou ignore the truth and post pure lies about the dead pedophile. """
0.17723620981182639,20120528200013Z,"""Is it possible for you to focus?"""
0.27299625093450197,20120603202401Z,"""I hate-faggots and God hates-faggots:\n\nWhat's the difference between a fag and a refrigerator?Refrigerators don't fart when you put the meat in.\xa0"""
0.13681346025768507,20120529153435Z,"""you said over on nadal because of clay """
0.42183329288608257,20120529163401Z,"""You are a law student."""
0.36087810000500986,20120527221353Z,"""\xa0hite people are fucking animals, all the evil and dirty shit y'all do, but y'all pic every little thing a black person does and try to make us look bad when y'all do the most crazy dumb and the most evil shit everyday!!"""
0.51026594363414646,20120529075848Z,"""all your comments so far have been retarded you should go somewhere else"""
0.65945831007632461,20120527004817Z,"""@Voguette - I'll cut to the chase: You're an idiot. Granted, Duke, Ironman, Nusholtz, and RealityCzech  may be dumber, but you are borderline mentally retarded."""
0.20094568915099453,20120527031056Z,"""damn.....You really must give af"""
0.26754207134212238,20120528191954Z,"""Are you a registered massage therapist? """
0.2066780366851011,20120529144337Z,"""Crushed That Pussy Ass Nigga Gayne\xa0"""
0.51715744008288722,20120601181644Z,"""shut up same tired comments you suck"""
0.08897430850850542,20120602124223Z,"""You must be a Heat fan too, right?"""
0.34097692793299728,20120603112710Z,"""And if Cameron said he was not backing Hunt you would all be saying what a traitorous person he was for not backing his minister. You really are all rather pitiable with your rantings. """
0.28170280736591941,20120529144122Z,"""I thought, like pot, you couldn't overdose on LSD. \xa0Any dose of either could fuck you up depending on your personality and constitution."""
0.25463826137693713,20120527195023Z,"""I LOVED HIS CLEAN CUT DICK, HOPED I AM THERE TO SUCK IT AND LICK AND ALLOW HIM TO FUCK ME... """
0.18839101047290091,20120528001310Z,"""""the cream of the cream"".... wtf are you talking about kg"""
0.23173113119321193,20120528204320Z,"""Don't get out of your cave much, do you."""
0.27260846049982607,20120527140546Z,"""You are going to be so disappointed.\xa0 """
0.25482695667796335,20120528081327Z,"""No way, your Dad is way to cool."""
0.54987644547432202,20120602033521Z,"""\xa0you are truly an idiot.\xa0 the man pitched a no hitter.\xa0 just shut up."""
0.26413653141206245,20120601120531Z,"""Why? Are you a hunch back? LOL"""
0.11522246444582651,20120601000955Z,"""Misha, what is you?"""
0.63796624787373324,20120527221053Z,"""You are a complete idiot Robert...Peole like you are why this country is losing freedom every daythis moron (POTUS) is in office..."""
0.19872911881866093,20120601055054Z,"""Don't let them get you down brother. """
0.16398600929439444,20120824160109Z,"""De eso no hay duda Chavez... el Fraude institucional esta garantizado... la maquinita de los Votos... esta completamente ajustada a su favor\n\nNoticia seria... si fuera algo diferente... si la oposicion fuera la que ganara\n\nLa oposicion Venezolana... es completamente ingenua... si piensa que puede ganarle en unas elecciones a Chavez... un hombre que tiene el control total de todos los poderes en Venezuela.\n\nSi quieren que Chavez salga del poder.. deben agarrar a Chavez con su pijamita transparente... subirlo en un Helicoptero... y tirarlo sin paracaida en el Orinoco\n\nSolo asi... Chavez sale del poder\n\n...."""
0.29220989303284989,20120603005900Z,"""there you are! had to unfollow then follow you again to see your pins"""
0.22252666346695044,20120529073736Z,"""Like if you have a diploma (of any kind).\n\nComment if your getting money with that white (coke) and it's MOB (money over bitches) and stop snitchin or Making a rap career."""
0.13231577327137592,20120601154535Z,"""you must be hanging out with gucci """
0.20414009420993168,20120825171216Z,"""Jimmy...produce ANYTHING of ANY value that ANYONE wants or needs and you'll find SOMEONE willing to trade with you for SOMETHING you want or need.\xa0  It's very simple.\n\nTip of the day: whining is worthless."""
0.28874239496324355,20120826022111Z,"""Pathetic. She should be ashamed of herself. If this is what it takes to get attention then she should go get a real life or crawl back under the rock from which she came.\xa0"""
0.43573986711867518,20120601070734Z,"""You be nice now. and don't you dare tell me you're a red head!!"""
0.42423841721410699,20120603071241Z,"""Judging by your prior posts listed in your profile, you are a piece of foul white trash. What kind of animals raised you?"""
0.31465193974751327,20120601203730Z,"""your mom smells like fish"""
0.49252109825002538,20120601220528Z,"""@tttttt5:disqus\xa0\n\n\xa0 \xa0 You're an idiot. Where did it say anywhere in this article that he was a crooked cop? Oh that's right nowhere..quit being so quick to judge moron."""
0.090259224113038827,20120825125236Z,"""Cellular enhancer or signal booster is becoming incredibly popular among cell phone users. It will provide a better cell phone coverage in poor signal areas which is it's main function."""
0.56764655252050644,20120825183204Z,"""You are some sad pathetic loser donkey."""
0.3948956255460026,20120529163754Z,"""whats a person who makes up stupid handles and trolls internet message boards? - a future star of an episode of Hoarders. maybe give away a dozen or 2 of those cats you have in your moms basement"""
0.27265444395752769,20120529060324Z,"""Shit man this shit sucks. And it's fucked up because they ain't got anything else to sell"""
0.64540160293091853,20120527155235Z,"""You weak ass bitch"""
0.27684460397428118,20120601131357Z,"""Hi, where did you get your mask from? and how much is it? thank you!"""
0.088755373644190352,20120529075409Z,"""I guarantee you are wrong. No way in hell the refs call five T's on Miami. """
0.14500690150903614,20120527031055Z,"""Were fucked its too late now.\xa0"""
0.32351651287267424,20120529155955Z,"""Good morning... Ugh! *headache* *rolls over in bed and snorts a line, farts, scratch head, roll a joint and lights it up, takes a shot of rum!*\xa0Good morning...\xa0\xa0my worthless little monkeys bickering amongst each other, eating your own faeces while trying to make a pathetic point! Tis a baeutiful day for trolling insn't it? How are you all this wonderful afternoon?"""
0.24287968192456347,20120601220348Z,"""Cats are fucking horrible creatures anyway. That little\xa0user deserves it's outift."""
0.33321821744040347,20120601054917Z,"""\xa0to be quite honest, the platform be it Xbox, ps3 or PC really does not matter just as long as you have a passion for gaming and you enjoy gaming, now STFU stupid fan boys, stop bitching on the internet and get playing games!"""
0.25588749785327369,20120825200113Z,"""Yeah! \xa0you are so boring, Teresa forgot about you while making a toast. \xa0 LOL boring and fugly hubby."""
0.16223943977013888,20120602160955Z,"""Lol you damn right!!"""
0.3877320055920957,20120602222639Z,"""Pathetic Little Man.\xa0 Cleanse your mind.\xa0 Take your laxative."""
0.46150653512759593,20120531153339Z,"""What a dumb bitch!! Don't you research your guests before they appear on your show?\n\nHats off to Martin for being a class act!"""
0.23575075313031149,20120602033733Z,"""You did wear out your welcome.&nbsp;"""
0.19957789189624653,20120601005925Z,"""you are going to go to hell\xa0"""
0.14636911633168923,20120601150946Z,"""And you've apparently ""Neva"" been to school"""
0.57855478056643905,20120601163320Z,"""You sir are a complete ignoramus.  """
0.36878810072230733,20120603121826Z,"""QUIT harassing me.\xa0 I know who you are, just stop.\xa0 It's pathetic."""
0.29694839516926208,20120529060017Z,"""hell naw i wasn't paying attention to what his fat ass said, get off his dick"""
0.40160825897274427,20120527154914Z,"""FUCK ROSS FUCK SAIGON AND FUCK U BITCH ASS NIGGA WHO THE FUCK CARES ABOUT MUSIC............ITS ART IMITATING LIFE\xa0"""
0.22690728686692851,20120528222624Z,"""Then so is yours"""
0.39541238052387218,20120602201018Z,"""Look Wilfred Brimley, are you really that stupid... is your diebeetez acting up again... you need to see a professional about the dementia you are suffering from... communist state? That is what you and the rest of the Obamanites have created for the whole country... and for that we salute you with a Number #1 with our middle fingers... the reason that this country is going down the drain is because half of this country is as dumb (I know that is really tough) or dumber (nearly impossible) than you"""
0.24190852430523005,20120527024908Z,"""Dam willynut your good."""
0.21692511251500171,20120527073138Z,"""PLEX WHORE MUST DIE"""
0.19887661694861369,20120528030129Z,"""yes nas u keep giving us good shit to jam to thank you real hiphop """
0.21692880090837624,20120601224109Z,"""Screw you Bodine. """
0.054659139594824158,20120602051423Z,"""You'll be proven wrong. """
0.21836620993938569,20120528043424Z,"""muthafucka its justin beiber not manny pacquiao. hes a singer not a boxer lilttle white boy doesnt know shit about fighting that was probably his fist time even touch a glove"""
0.13421266088745695,20120603005806Z,"""They won't know unless you tell them.\xa0"""
0.40866306320982587,20120527204419Z,"""Lmao no dummy how many times you said bitch please. I realize youre slower than dog shit but at least attemp to keep up lmao"""
0.18778289746577534,20120528200144Z,"""truth, but are you rich.  isn't that a more relevant situation?"""
0.37985225498522857,20120825231134Z,"""Know who else doesnt seserve respsct? \xa0Ignorant, prejudiced, close minded ASSHOLES LIKE YOU PINKIESOUT!"""
0.59360861227374018,20120529073502Z,"""A$AP AUTUMN you stupid bitch it's about countries not states"""
0.093013935935154654,20120603174724Z,"""LeeAnne, so sorry for the down time. Our little server has been under the weather, but it's feeling fine now. We'll try to prevent it from happening again."""
0.5756045575020533,20120601160327Z,"""you're an idiot. Just stop now."""
0.16860906835694159,20120527154919Z,"""You are stunningly beautiful......exquisite in very way.......\nand your fashion sense is outstanding........ your legs are to die for, and I know great legs, I have been in ballet for 19 years........ and don't get me started about your truly lovely hair..... it's perfect on you.\n"""
0.24668650076703708,20120527155139Z,"""you are not an american, do you think landing here dry foot qualifies you as an american"""
0.35403506970031767,20120824190341Z,"""I really feel for you! Please tell me that you are just Scutca posting under a different screen name, and not really someone that has such\xa0low self esteem\xa0that you idolise 'their' intelligence?"""
0.40164695949657409,20120824172808Z,"""Really? You're blaming the construction worker? You are a monday morning quarterback douche. """
0.37865432189363563,20120531213611Z,"""\xa0You don't know until you try."""
0.20325562676371672,20120529013636Z,"""NBA refs need to get off their high horses... Fuckingggg scum"""
0.19077708569235013,20120603121309Z,"""You must be an Arsenal fan, aren't you?"""
0.29957569513255766,20120529075738Z,"""white girls like it rough.... don't ask a nigga too smack ya ass then, she ain't say ""smack it soft"""""
0.55096109709630581,20120602165352Z,"""SDJammer - You are a true American idiot..."""
0.1805460990359852,20120531032000Z,"""fuck it. pens in 5."""
0.33751573618248959,20120601084717Z,"""So which village in uganda are you its idiot? probably kampala."""
0.4777572314783608,20120527063146Z,"""You promised to lick my ass until my roids bleed. So what happened are you still stuck with your daddy's ball up your ass?"""
0.18310361029155431,20120529144119Z,"""Haha and you still live in the 90's."""
