Insult,Date,Comment
0.080765907462548095,20120826001254Z,"""It is the corrupt government blasting underground bunkers and tunnels in preparation for the coming nuclear/economic disaster.  They hope we will all die off so they can come out after the fallout is gone and rebuild the world as kings.  They will fail..."""
0.37445704053029383,20120825023415Z,"""the phillies are terrible. go back to your cave"""
0.47853340465185867,20120526233042Z,"""You are so naive.....useful idiot."""
0.01484709377919087,20120601162021Z,"""Are you kidding me?"""
0.42160887438915162,20120602142119Z,"""You are an opinionated, uneducated idiot. And Kingdom of Heaven Director's Cut is a masterpiece."""
0.46616249441569935,20120528180139Z,"""Shut up muffin you soft a** b*tch"""
0.12422133607042922,20120603034047Z,"""Okay, I'm going to blow your fucking minds. \xa0What if the three elderly members of the council aren't just ineffectual pushovers, but are actually being bloodbended by Tarrlok to give him the majority vote on every decision? \xa0It's a stretch, because you 'd think somebody would... notice, but they surely couldn't be THAT willing to turn Republic City into a police state at the first sign of trouble, could they?"""
0.25556786316791386,20120601154705Z,"""It's also a synonym for shit. """
0.11869093410331251,20120531011747Z,"""Well then you're welcome to contact your own lawyer."""
0.22762418053023567,20120528225059Z,"""\xa0@Presidentjlh\xa0\xa0@JenBroflovski you can ask your mom about it"""
0.12968641021636432,20120527204656Z,"""Jimmy, your pop ups and fly outs are the reason I can never be happy."""
0.29802319148307715,20120827042011Z,"""Well i got on here, but i think im might just get back off. See you delusion fans later!!:)"""
0.28512352472535968,20120603184635Z,"""You are so strong"""
0.32187964987312145,20120601034031Z,"""Coach, please stop trying to explain this away.  The more you speak/tweet the deeper your hole becomes."""
0.21925779085296876,20120529131056Z,"""Learn reading comprehension. Sure Urlacher is above average, maybe even great, as I said he's the Dick Butkus of your time. In response to the ""it takes a team"" comment, I just add that it is further proof that the Bears suck. As for Chicago and politics, do you really need to be told about the ""Chicago way""?  It influences everything, even your crappy organization called the Chicago bears. """
0.28254250746045662,20120602033315Z,"""Your mom is better."""
0.44377095171722653,20120526233147Z,"""ALYSSA LOOK...MATCHES YOUR WALL HANGING YOU MADE"""
0.18026622546094795,20120528093734Z,"""justice over there then............are you watching England??"""
0.33649181512605347,20120601015029Z,"""You're funny.  Do you do stand up?"""
0.24189683702473372,20120825203603Z,"""\xa0No personal abuse from me - unless you feel it applies to you and then you're very welcome. Pleasingly, the text you quote supports what I said. Even if it didn't, today it is thought that Canut or Cnut tried to command the waves. The perception is the most important not the fact. Do you see?\n\nThere; you've learned not to take things in a mechanical, pedantic, literal sense. At least I hope you've learned.\xa0 \n\nAnton, a part of your straining brain has indeed 'checked out'; nobody at home. \n\nYour username reveals something of you. \nHope this helps."""
0.32294359454778804,20120602192954Z,"""man i 100% agree with you Shaunie fake ass with them even fake ass tear can cry me a river the bitch just like them to other rats are trying to save face """
0.38319873664365922,20120528180337Z,"""well guess what..... I don't give a fuck lol\xa0\nis mom though get your English right nigga!!"""
0.27940102616239504,20120527211500Z,"""I finally figured out what that white shit is lmao. Dude bust a nut in her ass and she spit it out in the pool. Gross ass females.\xa0"""
0.15499937213568149,20120527213607Z,"""*desecrate\n\n\nAre you happy now?"""
0.28679032649159159,20120602223513Z,"""Yes, you probably are."""
0.31197235482531871,20120601223807Z,"""you are certainly entitle to your opinion """
0.11479935172259144,20120529073501Z,"""What kind of porn do you watch? \xa0This isn't porn. \xa0"""
0.084278604135345492,20120529030133Z,"""You must have great abs by now."""
0.37034645684842454,20120601154455Z,"""Shouldn't you be at your ballet lesson little girl? """
0.23549154208034417,20120527161352Z,"""Fucking Red Neck Bitch!!"""
0.49737092115904269,20120603033808Z,"""Keep whining like a little pu ssy Mack. You are making my day."""
0.11253784640723635,20120602193054Z,"""You been goofin' w/ the bees?"""
0.11312412712294688,20120529031754Z,"""Um are you planning on getting married again?"""
0.30659164973876341,20120531173030Z,"""You are living proof that bath salts effect thinking."""
0.65684261296564495,20120526233020Z,"""BOy shut up Im Black I said biscuit cause I didn't want to say Bitch so shut ur dumb ass up really bro get a life and get off my cat"""
0.38299239896676479,20120603034146Z,"""you must be pretty short bus window lickin special if you aint caught on buy now that  iv been makein all the typos in these comments for shitz and giggles ..if not .your as stupid as you think i am  sure i made a mistake on the ecard but with bigger issues in the world like murder and abused kids i didnt think it was that bigga rats ass to freak out about, hell im glad i made the mistake laughin at yall pinched ass bitches has been really cheap or is that cheep...oh well entertainment is entertainment."""
0.038150404944387248,20120603112733Z,"""seems like you had a lot of fun ! :) """
0.23407339864860213,20120824115819Z,"""nice supercam but plz release a device wid exynos 5 chip... LG is already on a line wid S4 quad krait... stop using exynos 4 nw n also upgrade ur mali gpu to 600... it will be a slap on qualcomm's face..."""
0.3685411170218798,20120601002333Z,"""When you were potty training how did your mama convince you that you weren't melting?  """
0.66413456731017739,20120528061534Z,"""i bet you cant dance better you dum bitch stfu ... you proably mad a jamaican fucked you and left you , you dum smut """
0.64841617020821651,20120528094928Z,"""You are clearly stupid, that is what he meant you thumb."""
0.25381740188828372,20120602003019Z,"""nrg you are wasting your time"""
0.32421139025346846,20120528181147Z,"""Sounds like your mother."""
0.40769004534498077,20120602192828Z,"""fuck off indian makes u proud"""
0.198524451048529,20120601063927Z,"""Okay, you made your point. Hanging around longer means you are flirting with the gay people here."""
0.64507528109554158,20120527031050Z,"""Fuck you asshole! Do you like that?"""
0.22079377559997462,20120529022655Z,"""""<span> I don't care much for the lying degenerate bastards.""</span>\r\nThen how do you live w/yourself?"""
0.27100772631473063,20120826221345Z,"""well said. we need more men like you. thank you.\xa0"""
0.14017796344346803,20120528070811Z,"""You would be gorg!"""
0.099979683704601849,20120602223457Z,"""How do you feel about free elections?"""
0.20127616172586354,20120601201009Z,"""expat, you gotta be smoking some of Barry's Maui woowie..."""
0.33163137021288724,20120602222641Z,"""This IS America DOOM, I have been waiting for you fat pepsi drinking\xa0clown-burger\xa0eating losers to get destroyed by a superior power. Death to America!"""
0.036597637453354551,20120603171516Z,"""Oooh, you're giving me a good laugh. :)"""
0.18680967714984334,20120603043203Z,"""wait it says you are in"""
0.21879955653334598,20120529103355Z,"""Are you talking about her underwear?"""
0.35399705583590013,20120528180330Z,"""That must be a compliment from someone like you lol """
0.38673227456638748,20120602222445Z,""" No. you didn't talk about your IQ!"""
0.27656980029671629,20120527160951Z,"""ROFL, you are showing signs of desperation."""
0.44483068893527111,20120603171530Z,"""Your statements are idiotic and juvenile."""
0.26035028039505792,20120531103037Z,"""Sounds like YOUR wife has a pen1s...with you that's understandable. """
0.23621637502847001,20120529075422Z,"""There's a difference between ""nigga"" and ""nigger"" nigger is a racist term and everyone runs around saying saying ""nigga"" even in music now a days and if it was so bad you guys wouldn't be running around calling each other it. that's like girls running around getting offended when you call them bitches yet they run around calling THEMSELVES ""bad bitches"" """
0.64312600129291408,20120528070556Z,"""And you r sucking my dope dyck to hard. Take your fake ass Chief Keef face up the block."""
0.26087242008438544,20120531162551Z,"""You're not really going to watch, are you?"""
0.27028233215429515,20120529031458Z,"""It's kinda\xa0embarrassing\xa0when you diss a nigga this long, and he JUST responding. Don't like him keep it moving and make hits, we all know wayne fake anyway\xa0"""
0.26723221201997582,20120602223821Z,"""Looks like you Kath!"""
0.27173232334361219,20120601181447Z,"""Notice they were listed as good manners...\n\n..for children.\n\nWhich leaves me way in the fucking clear. Fuck Erasmus, anyway.\xa0 Preachy old fuck. """
0.53330413562748702,20120603201403Z,"""aaronchi...you are too stupid to know sarcasm when it is in your face...Consider yourself castigated, and get lost..."""
0.24612713482797613,20120601002253Z,"""he does have that 'would you fuck me? ...i'd fuck me' look in his eyes.\xa0\n\nJesus H. fucking Christ what is going on this week?"""
0.32600532278270555,20120603090518Z,"""Typical Republican...accept no blame for your repeated clusterfucks and blame anyone other than yourselves.\n\nGrow up."""
0.38169441918860214,20120825101535Z,"""bettynm\xa0It's too bad your not one of the idiots who can read as he's said it's hidden and not buried. As as outsider to your area, I think it's a shame that your so greedy that you don't want to share the beautiful of this land with others too. You sound like a bitter sad person. I'd take bad karma over that, any day.\xa0"""
0.64304750019142642,20120531213646Z,"""oh like your not stupid you ......."""
0.37420489824140218,20120601162120Z,"""I'm sure your mom is proud of you."""
0.28987155514755852,20120531055356Z,"""Rookie...run on home...your momma's calling"""
0.57595214943821749,20120602222622Z,"""Your a f ucking idiot.  Enjoy your dream world"""
0.71092822566869207,20120531130145Z,"""\xa0You're another fucking idiot who knows nothing about drugs.\n\nWIKIPEDIA HAS THE MOLECULAR FUCKING STRUCTURE OF A GREAT MANY DIFFERENT ILLEGAL DRUGS, FUCKO."""
0.26042438568661608,20120602141749Z,"""You can show me your trophy any time."""
0.41568653313002846,20120602215109Z,"""\xa0you spelled dickhead wrong"""
0.26651027602271005,20120603201513Z,"""u look like a damn fool"""
0.28554156763827654,20120824211843Z,"""Leyland is a total idiot. Is he referring to the fact he is incapable of making a decision\n"""
0.32772621759335285,20120602214805Z,"""You must be very proud of yourself"""
0.51027077499933093,20120826230739Z,"""wow...bendtner ?.....are you on drugs?....you really fuckedup my day mentioning the name of such a crappy ass player  with the gum in his mouth and playin like a lil bitch"""
0.062796859762025523,20120528233017Z,"""What is your problem 1492?   Why can't you just have normal and civil conversations.  Come on - please grow up so others can enjoy commenting."""
0.11070565118225247,20120602165300Z,"""Where are you, Machynlleth or Dundee?"""
0.47634222726578324,20120601223833Z,"""Just face it; you're an IDIOT !!!"""
0.36867794968629158,20120528145126Z,"""whatever soggybutt. i'll say it again. You and your bunch of crackalaks, derelects,river rats, and new south jackwagons need to learn some manners. completely disrespectful and utterly\xa0classless. """
0.14586260574343593,20120529013437Z,"""ObozoNoMore\u2014gee, your comments are sure enlightening!"""
0.23719662443033215,20120601070802Z,"""While you lame asses watch E3 on your computer... I'll go to E3 in Los Angeles because I have my E3 badge and I didn't pay for shit :D trolololololol....I tell you guys how the game is while im playing it and you will be watching :D"""
0.26418082405049831,20120531032158Z,"""Gotta keep up your strength to play and sing like you do. """
0.29422698021238436,20120527072648Z,"""\xa0over 68,000 views fuck boy....swallow that"""
0.27808097952966776,20120602201213Z,"""de trute are you south american?"""
0.20195114995056435,20120603201706Z,"""YOU AND THE COON CAN DROP TROW"""
0.50711105306482673,20120603184628Z,"""You are the biggest idiot on these boards.  Typical"""
0.35410041456807795,20120531055405Z,"""What are you smoking?"""
0.20344000345706642,20120531194538Z,"""how old are you 10?...."""
0.26769681802822176,20120601014818Z,"""fyi ... who gives a shit. it's just a fricken typo ...you'll live."""
0.34639926166646889,20120528180341Z,"""\nENGLISH PLEASE  YOU ARE IN THE UNITED STATES !"""
0.18123520848459751,20120531031917Z,"""\xa0@Flip\xa0how are you not ded"""
0.23642055454637606,20120529013802Z,"""you are such a good friend!!"""
0.3433526404367031,20120528233016Z,"""I use the word damn in a post and you reject it. \xa0How about this, FUCK YOU!"""
0.22631775961036107,20120602033354Z,"""Girls need to learn when to shut up, she is beautiful, she knows it and that's all that really matters you don't know if she unhealthy, be quiet with your words of hate we (the majority of women) are tired if the hate."""
0.15359922421565603,20120603171640Z,"""Not unless you are a Mormon in good standing."""
0.36858995383276211,20120827030012Z,"""\xa0More juvenile idiocy from a juvenile idiot."""
0.4022893851221393,20120531055350Z,"""Oh look we have a little troll named igraymatter67.  Hey libfucktard, why don't you go and perform an impossible act!!!"""
0.27483070581660241,20120531043717Z,"""If you are a hikker gps logger II would be a gps tracking of choice..."""
0.42820017963140539,20120527204654Z,"""\xa0I don't care how you feel, I don't care what you think about me ... I am, in fact, the rational one in this conversation and you continued display of stupidity is more evidence of your blind allegiance to true source of ""change"" you poltroons think we need - is Marxism. You idiots are plunging headlong to your own destruction and laughing and cheering about it, you a pitiful, pathetic spectacle ..."""
0.1862257462942262,20120601123205Z,"""I don't get your meaning. Would you explain?"""
0.53738913207450689,20120528081049Z,"""You mean perfect* But you're stupid, how can you hate white people on the bases of 2 bitches being stupid??"""
0.17660095538326612,20120528095949Z,"""so could your comment"""
0.18951695316685949,20120603202526Z,"""You are amazing Randy G!"""
0.47081048032218753,20120528004816Z,"""Stop trolling boy. You're embarrassing Beantown."""
0.03336510115820298,20120527213727Z,"""Yes, but you are not sure if you have anyone better than Manningham."""
0.18978067655790515,20120824231824Z,"""Just like the guys said...\n\nAnother fake job.  Wincey Fraudy Woods!!"""
0.62666391806197985,20120531215921Z,"""you are dumb"""
0.18480391277021901,20120529030049Z,"""Just because you are attracted to other races, doesn't mean you worship them """
0.38835335543127036,20120527030915Z,"""You truly don't know what your talking about. """
0.34062776890412216,20120602165349Z,"""one of you is"""
0.4317901898225317,20120531032152Z,"""lebron can suck a dick"""
0.17853796047585946,20120603173507Z,"""\xa0The murder victim was not impaired. Just because you have drugs in your system does not mean you are impaired and the store manager did not think the murder victim was impaired. you are lying scum"""
0.29246572189295189,20120527024911Z,"""and worse yet....you are ugly and OLD"""
0.25421436722869339,20120531185029Z,"""You're so cute.  """
0.23261135075049044,20120825180855Z,"""Nakedness should only be allowed in the streets by girls / women aged between 17yrs old\xa0 - 28yrs old..\xa0 no fat girls...\xa0 and no ugly girls...\xa0 :-)\xa0 lol"""
0.70469420907750169,20120529130527Z,"""you dnt like lil b? that's a first, you're a faggot."""
0.56787866469934145,20120531113804Z,"""You are such an idi0t3."""
0.29992605128197075,20120603041412Z,"""it's because you slide so damn much"""
0.4252212281867957,20120603131638Z,"""Who's the dumb one, UH YOU! GROW UP!"""
0.14715354027764305,20120602002922Z,"""And you'd be wrong too."""
0.22128995146233274,20120602142018Z,"""No but you are.  Keep crying about that ghost that ain't there."""
0.40195918950683296,20120531144435Z,"""Or not listen to a racist like you."""
0.32366430368246474,20120527070310Z,"""You're smart."""
0.43211773456663632,20120602222743Z,"""shut the fuck up chiodo you know nothing about soccer"""
0.38637597138193919,20120603042925Z,"""\xa0As usual you are clueless.... """
0.21342659575815184,20120529011355Z,"""at first i hated you, now i kinda like your comments, if you are kidding is good for me, and if you truly believe that is even better, i like all points of view and all personalities, and yours is certainly unique."""
0.37241130274911993,20120528080937Z,"""bitch you were just callin all hispanics mexican? what do you mean grandpa lips\xa0thats rascist as hell. o lawwdddd i'm gonna have you lookin hard in the mirror after all this"""
0.55834551226807749,20120602124148Z,"""As usual, pure hogwash no matter how many fake names you use. You thick or what? Wacko was moron. You lying loser fall into another league.  You don't read well do you? You were taught the truth about wacko's not so giving charities that were nothing but a front. As usual, idiot, uou ignore the truth and post pure lies about the dead pedophile. """
0.20091505311860897,20120528200013Z,"""Is it possible for you to focus?"""
0.25801309116319648,20120603202401Z,"""I hate-faggots and God hates-faggots:\n\nWhat's the difference between a fag and a refrigerator?Refrigerators don't fart when you put the meat in.\xa0"""
0.16330533204550898,20120529153435Z,"""you said over on nadal because of clay """
0.3562564309714345,20120529163401Z,"""You are a law student."""
0.34938333077461237,20120527221353Z,"""\xa0hite people are fucking animals, all the evil and dirty shit y'all do, but y'all pic every little thing a black person does and try to make us look bad when y'all do the most crazy dumb and the most evil shit everyday!!"""
0.49530690981193443,20120529075848Z,"""all your comments so far have been retarded you should go somewhere else"""
0.6438790005243934,20120527004817Z,"""@Voguette - I'll cut to the chase: You're an idiot. Granted, Duke, Ironman, Nusholtz, and RealityCzech  may be dumber, but you are borderline mentally retarded."""
0.23727657965554572,20120527031056Z,"""damn.....You really must give af"""
0.27908677230761347,20120528191954Z,"""Are you a registered massage therapist? """
0.21322143585658929,20120529144337Z,"""Crushed That Pussy Ass Nigga Gayne\xa0"""
0.56037860206867396,20120601181644Z,"""shut up same tired comments you suck"""
0.035775471441912357,20120602124223Z,"""You must be a Heat fan too, right?"""
0.38949975369866618,20120603112710Z,"""And if Cameron said he was not backing Hunt you would all be saying what a traitorous person he was for not backing his minister. You really are all rather pitiable with your rantings. """
0.2451823387230509,20120529144122Z,"""I thought, like pot, you couldn't overdose on LSD. \xa0Any dose of either could fuck you up depending on your personality and constitution."""
0.22935871317116602,20120527195023Z,"""I LOVED HIS CLEAN CUT DICK, HOPED I AM THERE TO SUCK IT AND LICK AND ALLOW HIM TO FUCK ME... """
0.16182330641289722,20120528001310Z,"""""the cream of the cream"".... wtf are you talking about kg"""
0.24800855355814574,20120528204320Z,"""Don't get out of your cave much, do you."""
0.27679047127274403,20120527140546Z,"""You are going to be so disappointed.\xa0 """
0.22354896520490125,20120528081327Z,"""No way, your Dad is way to cool."""
0.55827931915135376,20120602033521Z,"""\xa0you are truly an idiot.\xa0 the man pitched a no hitter.\xa0 just shut up."""
0.29087993415773405,20120601120531Z,"""Why? Are you a hunch back? LOL"""
0.084358351568495776,20120601000955Z,"""Misha, what is you?"""
0.6242590430345385,20120527221053Z,"""You are a complete idiot Robert...Peole like you are why this country is losing freedom every daythis moron (POTUS) is in office..."""
0.22435739074451913,20120601055054Z,"""Don't let them get you down brother. """
0.16519533664831215,20120824160109Z,"""De eso no hay duda Chavez... el Fraude institucional esta garantizado... la maquinita de los Votos... esta completamente ajustada a su favor\n\nNoticia seria... si fuera algo diferente... si la oposicion fuera la que ganara\n\nLa oposicion Venezolana... es completamente ingenua... si piensa que puede ganarle en unas elecciones a Chavez... un hombre que tiene el control total de todos los poderes en Venezuela.\n\nSi quieren que Chavez salga del poder.. deben agarrar a Chavez con su pijamita transparente... subirlo en un Helicoptero... y tirarlo sin paracaida en el Orinoco\n\nSolo asi... Chavez sale del poder\n\n...."""
0.26465251772890552,20120603005900Z,"""there you are! had to unfollow then follow you again to see your pins"""
0.24733279196134689,20120529073736Z,"""Like if you have a diploma (of any kind).\n\nComment if your getting money with that white (coke) and it's MOB (money over bitches) and stop snitchin or Making a rap career."""
0.19569356351416056,20120601154535Z,"""you must be hanging out with gucci """
0.26352027743701317,20120825171216Z,"""Jimmy...produce ANYTHING of ANY value that ANYONE wants or needs and you'll find SOMEONE willing to trade with you for SOMETHING you want or need.\xa0  It's very simple.\n\nTip of the day: whining is worthless."""
0.36593737731946058,20120826022111Z,"""Pathetic. She should be ashamed of herself. If this is what it takes to get attention then she should go get a real life or crawl back under the rock from which she came.\xa0"""
0.41477194456637184,20120601070734Z,"""You be nice now. and don't you dare tell me you're a red head!!"""
0.42649410515544423,20120603071241Z,"""Judging by your prior posts listed in your profile, you are a piece of foul white trash. What kind of animals raised you?"""
0.35112757135191092,20120601203730Z,"""your mom smells like fish"""
0.46305093873687037,20120601220528Z,"""@tttttt5:disqus\xa0\n\n\xa0 \xa0 You're an idiot. Where did it say anywhere in this article that he was a crooked cop? Oh that's right nowhere..quit being so quick to judge moron."""
0.13566178159998279,20120825125236Z,"""Cellular enhancer or signal booster is becoming incredibly popular among cell phone users. It will provide a better cell phone coverage in poor signal areas which is it's main function."""
0.6271459761405237,20120825183204Z,"""You are some sad pathetic loser donkey."""
0.43944746523744149,20120529163754Z,"""whats a person who makes up stupid handles and trolls internet message boards? - a future star of an episode of Hoarders. maybe give away a dozen or 2 of those cats you have in your moms basement"""
0.27373814486865561,20120529060324Z,"""Shit man this shit sucks. And it's fucked up because they ain't got anything else to sell"""
0.68424825605809614,20120527155235Z,"""You weak ass bitch"""
0.23197144587428259,20120601131357Z,"""Hi, where did you get your mask from? and how much is it? thank you!"""
0.12638217371443247,20120529075409Z,"""I guarantee you are wrong. No way in hell the refs call five T's on Miami. """
0.10474872536322476,20120527031055Z,"""Were fucked its too late now.\xa0"""
0.38056075076490714,20120529155955Z,"""Good morning... Ugh! *headache* *rolls over in bed and snorts a line, farts, scratch head, roll a joint and lights it up, takes a shot of rum!*\xa0Good morning...\xa0\xa0my worthless little monkeys bickering amongst each other, eating your own faeces while trying to make a pathetic point! Tis a baeutiful day for trolling insn't it? How are you all this wonderful afternoon?"""
0.33649242947853425,20120601220348Z,"""Cats are fucking horrible creatures anyway. That little\xa0user deserves it's outift."""
0.35919544042970358,20120601054917Z,"""\xa0to be quite honest, the platform be it Xbox, ps3 or PC really does not matter just as long as you have a passion for gaming and you enjoy gaming, now STFU stupid fan boys, stop bitching on the internet and get playing games!"""
0.31390111187203756,20120825200113Z,"""Yeah! \xa0you are so boring, Teresa forgot about you while making a toast. \xa0 LOL boring and fugly hubby."""
0.18081563393229971,20120602160955Z,"""Lol you damn right!!"""
0.38731141497807381,20120602222639Z,"""Pathetic Little Man.\xa0 Cleanse your mind.\xa0 Take your laxative."""
0.43793348840942092,20120531153339Z,"""What a dumb bitch!! Don't you research your guests before they appear on your show?\n\nHats off to Martin for being a class act!"""
0.22392949216489533,20120602033733Z,"""You did wear out your welcome.&nbsp;"""
0.23384157255022642,20120601005925Z,"""you are going to go to hell\xa0"""
0.13041842513843344,20120601150946Z,"""And you've apparently ""Neva"" been to school"""
0.61654814900339661,20120601163320Z,"""You sir are a complete ignoramus.  """
0.40439227762554947,20120603121826Z,"""QUIT harassing me.\xa0 I know who you are, just stop.\xa0 It's pathetic."""
0.33198175107706879,20120529060017Z,"""hell naw i wasn't paying attention to what his fat ass said, get off his dick"""
0.44851945111086755,20120527154914Z,"""FUCK ROSS FUCK SAIGON AND FUCK U BITCH ASS NIGGA WHO THE FUCK CARES ABOUT MUSIC............ITS ART IMITATING LIFE\xa0"""
0.27464442376778131,20120528222624Z,"""Then so is yours"""
0.46631247310404988,20120602201018Z,"""Look Wilfred Brimley, are you really that stupid... is your diebeetez acting up again... you need to see a professional about the dementia you are suffering from... communist state? That is what you and the rest of the Obamanites have created for the whole country... and for that we salute you with a Number #1 with our middle fingers... the reason that this country is going down the drain is because half of this country is as dumb (I know that is really tough) or dumber (nearly impossible) than you"""
0.28924726671225337,20120527024908Z,"""Dam willynut your good."""
0.24477932117784792,20120527073138Z,"""PLEX WHORE MUST DIE"""
0.19329910851908877,20120528030129Z,"""yes nas u keep giving us good shit to jam to thank you real hiphop """
0.24852003157133107,20120601224109Z,"""Screw you Bodine. """
0.011743231936231871,20120602051423Z,"""You'll be proven wrong. """
0.30612716456199479,20120528043424Z,"""muthafucka its justin beiber not manny pacquiao. hes a singer not a boxer lilttle white boy doesnt know shit about fighting that was probably his fist time even touch a glove"""
0.088518100514265188,20120603005806Z,"""They won't know unless you tell them.\xa0"""
0.40962356815056561,20120527204419Z,"""Lmao no dummy how many times you said bitch please. I realize youre slower than dog shit but at least attemp to keep up lmao"""
0.2552360633078527,20120528200144Z,"""truth, but are you rich.  isn't that a more relevant situation?"""
0.39904403069098598,20120825231134Z,"""Know who else doesnt seserve respsct? \xa0Ignorant, prejudiced, close minded ASSHOLES LIKE YOU PINKIESOUT!"""
0.53997898115017351,20120529073502Z,"""A$AP AUTUMN you stupid bitch it's about countries not states"""
0.15967153153109004,20120603174724Z,"""LeeAnne, so sorry for the down time. Our little server has been under the weather, but it's feeling fine now. We'll try to prevent it from happening again."""
0.55952472049182633,20120601160327Z,"""you're an idiot. Just stop now."""
0.16768433264484317,20120527154919Z,"""You are stunningly beautiful......exquisite in very way.......\nand your fashion sense is outstanding........ your legs are to die for, and I know great legs, I have been in ballet for 19 years........ and don't get me started about your truly lovely hair..... it's perfect on you.\n"""
0.25496806125867599,20120527155139Z,"""you are not an american, do you think landing here dry foot qualifies you as an american"""
0.48404146243304869,20120824190341Z,"""I really feel for you! Please tell me that you are just Scutca posting under a different screen name, and not really someone that has such\xa0low self esteem\xa0that you idolise 'their' intelligence?"""
0.47004064664147016,20120824172808Z,"""Really? You're blaming the construction worker? You are a monday morning quarterback douche. """
0.3793522608467868,20120531213611Z,"""\xa0You don't know until you try."""
0.22033165144483996,20120529013636Z,"""NBA refs need to get off their high horses... Fuckingggg scum"""
0.19985242957947086,20120603121309Z,"""You must be an Arsenal fan, aren't you?"""
0.27560725116225626,20120529075738Z,"""white girls like it rough.... don't ask a nigga too smack ya ass then, she ain't say ""smack it soft"""""
0.50900974913149744,20120602165352Z,"""SDJammer - You are a true American idiot..."""
0.14332927115103472,20120531032000Z,"""fuck it. pens in 5."""
0.35123776938538914,20120601084717Z,"""So which village in uganda are you its idiot? probably kampala."""
0.50069904075459448,20120527063146Z,"""You promised to lick my ass until my roids bleed. So what happened are you still stuck with your daddy's ball up your ass?"""
0.17208588381323267,20120529144119Z,"""Haha and you still live in the 90's."""
